parameter_1,parameter_2
-0.66605973,0.31694514
0.09919375,-0.27412623
-0.17055233,0.07148281
-0.29507634,-0.047298983
-0.14016345,-0.0817654
-0.3105509,-0.019920826
0.0034389496,0.080798246
-0.37348202,-0.1610165
-0.6353376,0.16840523
0.111658454,0.19267407
0.017218977,0.1943351
-0.77984565,0.12284672
-0.5838852,-0.07236901
-0.92767286,0.09610575
-0.19293149,0.07643761
-0.5148791,-0.1488885
-0.5977413,0.05686427
-0.6064404,0.53387296
-0.2839146,0.13914159
-0.767903,-0.118137375
-0.73797977,-0.1289041
-0.28308254,0.13284974
-0.47109082,-0.0076248646
-0.6889453,0.059235126
-0.19543585,-0.2711237
-0.27637622,0.2989936
-0.46979257,-0.32917053
-0.09868479,0.20139821
-0.29285115,0.20210537
-0.02958697,0.3432939
-0.20355098,-0.17751428
-0.17791606,-0.051206917
-0.2642782,-0.11624029
-0.42894027,0.356794
0.13664067,-0.19200486
-0.63749015,0.08532986
-0.28847715,-0.027754486
-0.8585894,-0.27311444
-0.31690195,0.40892094
-0.6954598,0.4073758
-0.13719745,0.13671634
-0.2710208,0.054012246
-0.1779747,-0.31710166
-0.26999375,0.11210911
-0.121702954,-0.053432792
-0.5916337,0.17944314
-0.47203672,0.34908777
-0.051188022,-0.04309565
-0.040846944,0.4052095
-0.6029297,0.40605882
0.48223695,0.44653708
-0.504901,0.113420375
-0.7347319,0.20993304
0.021021008,-0.06883921
-0.7022406,-0.17996702
-0.8963301,0.29270625
-0.34814748,0.28348482
-0.066244036,0.054753825
-0.3010695,-0.07842773
-0.2215442,0.08217465
-0.18937747,0.45460328
-0.2799406,0.07588373
-0.19000989,0.2040622
-0.22793883,0.1873453
-0.546373,0.058916792
-0.80622464,0.77666175
-0.5394447,-0.14014918
-0.24676993,0.3286531
-0.28316134,0.16445169
-0.047994018,0.35901016
-0.39013815,0.028612122
-0.916566,-0.031636357
0.010635585,0.1655335
-0.15133776,0.2838208
-0.34076548,0.22059134
-0.16572693,0.2662248
-0.22344604,-0.14300445
-0.44626695,0.11248772
-0.34361923,-0.0609003
-0.7327002,0.33927828
-0.027745813,0.082700826
-0.3734078,-0.092490196
0.22025141,0.35075173
-0.56505895,0.05724314
-0.5534057,0.15750569
-0.47980633,0.33788064
-0.2226465,-0.18785605
-0.0981594,-0.042347148
-0.13787493,0.40045223
-0.017226249,0.34060067
-0.23667121,0.3344714
-0.4243892,0.24887013
-0.86229134,0.47515285
0.11146447,-0.00824973
0.18592563,-0.319174
-0.22321644,0.3449958
-0.2610095,-0.18859786
-0.8617337,0.17190018
-0.4328262,-0.11270878
-0.20316964,-0.043864876
-0.15363075,0.1957374
-0.14015624,0.08617136
-0.058355182,-0.13515896
0.04869297,0.21864393
-0.59623915,-0.17722347
-0.51110953,-0.10825506
-0.40807444,-0.0040497184
-0.37876913,0.19936842
-0.76377726,0.3429125
-0.16622922,-0.24641198
-0.47879452,-0.53861535
-0.11175686,0.020717904
-0.18951978,0.12684678
-0.26819134,0.4237415
-0.4181627,0.3168755
0.09201115,0.49021167
-0.30677605,-0.13219318
-0.5313778,-0.5491352
-0.2528395,-0.39368907
-0.28090683,0.06858936
-0.25388795,0.36425233
-0.5427043,0.10498649
-0.2901745,0.47002232
-0.2447781,0.22851211
-0.34586927,0.07964286
-0.62422454,0.07081053
-0.34382743,-0.19218355
-0.5207871,0.14795852
-0.14304842,0.37729475
-0.66229844,0.3094872
-0.59770757,0.19351844
-0.12350613,0.54350144
-0.33959115,0.56209016
0.005328119,0.35341203
-0.38191402,-0.14673966
-0.015449852,0.56598914
-0.53727126,0.41644946
-0.021970987,0.27169257
-0.2051192,-0.063185826
-0.07958855,0.27607843
-0.18649901,0.20901611
-0.5696627,0.49401715
-0.42133686,-0.3973587
-0.8546791,0.09741108
0.061451316,0.48906022
-0.044068336,-0.14690849
-0.17702009,0.24200888
-0.26389256,-0.0028980374
-0.43425882,0.06098657
-0.45996705,0.53991944
-0.36148497,0.33201206
-0.06106797,0.48922
-0.37344423,-0.28778294
0.1385527,-0.050979763
-0.17695732,-0.27241644
-0.26117086,-0.46310958
-0.08219017,0.26037094
-0.534217,0.3727808
-0.19037038,-0.28590444
0.11360127,0.16124602
-0.81108785,0.122499995
-0.21202543,0.32798153
-0.5368364,-0.15465033
-0.28568825,0.24939945
-0.3528146,-0.011987016
-0.54824114,-0.01598826
-0.26028913,0.23835689
-0.33023256,0.31469473
-0.28811616,-0.117712796
-0.2226728,0.3188862
-0.27441505,0.39697367
-0.9015361,0.056726858
-0.3701825,-0.17750913
-0.6378888,-0.1603407
-0.24811774,0.20821132
0.07967156,-0.39792225
-0.8873584,0.47621796
-0.2298597,0.2618786
-0.22013798,0.23743585
-0.7088076,-0.2980846
-0.29314303,-0.02560927
-0.33827358,0.089440584
-0.5375916,0.021604814
0.00731346,0.34860432
-0.3488508,0.047546454
-0.07905844,0.21927431
-0.5402677,0.41163123
-0.1728493,0.13686652
-0.14046635,-0.20576018
-0.12295435,-0.16362303
-0.21757737,0.06183736
-0.30795628,-0.22631949
-0.5016389,0.1367893
-0.43371248,0.1277819
-0.18970795,-0.058433607
-0.37262344,-0.299073
-0.36515152,-0.0049732327
-0.38859493,-0.17190135
-0.35053304,-0.2112295
-0.09117864,0.30775052
-0.4327832,0.45967957
-0.41829264,-0.24879548
-0.68108654,0.5888468
-0.73705053,-0.1019059
-0.058051497,0.17784879
-0.2593338,-0.07310274
-0.35577506,0.32627058
-0.90418136,0.065103576
-0.21681327,0.34332085
-0.5742835,0.13584192
-0.47462243,-0.054124147
-0.41187343,0.016018406
-0.44570115,0.22023395
-0.64843583,-0.01901044
-0.06319034,-0.21893257
-0.28977862,0.26055813
-0.3738109,0.26407003
-0.48462176,-0.13148946
-0.038069874,0.27166188
-0.2811492,0.15419993
-0.27255964,0.05993457
-0.15663706,0.09744617
-0.43509057,0.293501
0.15641564,0.14122373
-0.67454785,0.3170527
-0.10461292,0.13766819
-0.3021127,0.56287694
-0.35291556,0.19356693
-0.077982664,0.14825857
-0.60346955,-0.22774622
-0.28194487,0.59381485
-0.04721397,0.13964961
-0.29244405,0.2046574
-0.31904417,0.018012471
-0.23960426,0.019251771
-0.096444935,0.21085364
-0.30898675,0.21521445
-0.15759791,-0.09896785
-0.19089925,0.24603796
-0.36004016,0.107029736
-0.4568907,0.15429688
-0.9439279,0.13007878
-0.45988268,0.07474156
-0.2574863,-0.009150699
-0.2065785,0.32487372
-0.40312582,0.008268528
-0.26519507,0.20602193
-0.5014838,-0.1494703
-0.27667525,0.51662904
-0.72700673,0.334627
-0.080524355,-0.0891213
-0.3933414,0.19241709
-0.48881775,0.026841804
-0.53242695,0.19959742
-0.21781892,-0.10740869
-0.39769614,0.07090218
-0.2903999,-0.02362594
-0.015738308,0.09816944
-0.45267028,0.4745362
-0.51805604,0.07899557
-0.026343197,0.2114599
-0.6590674,-0.023223147
-0.5252792,0.44606254
-0.43221503,0.11081633
-0.2079812,0.13932404
-0.11287114,0.0744665
-0.023395598,0.061050348
0.4724249,-0.00019471347
-0.36215657,-0.26641122
0.091427684,0.32661247
-0.06883147,0.21719958
-0.74481094,0.60963154
-0.70588493,0.21713026
-0.27764013,0.6119923
0.084266126,0.30317998
-0.26212415,-0.43826982
-0.7061229,-0.22871563
-0.24537237,0.3369202
-0.24050441,0.2787503
-0.098552644,0.5253558
-0.07346119,-0.18118384
-0.32877287,0.30665722
-0.07079473,0.26094162
-0.42854777,0.08790834
-0.31024384,0.16787715
-0.22204952,0.20296636
-0.19861126,-0.21524537
-0.7454306,-0.5129268
-0.26717559,0.095293455
-0.7715251,0.15837258
-0.022019088,-0.22803232
-0.50510997,0.091628805
-0.18430482,0.05336068
-0.33736688,0.4704297
0.010709316,0.4150378
-0.24551702,0.03249611
-0.17262776,-0.108169585
-0.8909167,0.014500983
0.35858282,0.16235466
-0.38366842,0.21184972
-0.3653542,0.48300117
-0.32682204,0.5767186
-0.4477197,0.4316868
-0.434142,0.29967248
-0.38666093,-0.13401183
-0.47719896,0.12569045
-0.08291474,0.2972291
-0.3900254,0.4672986
-0.5296721,0.5651494
-0.50039536,0.4996282
-0.49498236,0.06738981
-0.3145664,0.3710832
-0.4530102,0.25998676
-0.14478838,0.22142981
-0.22178175,0.55126
-0.46057904,0.13764304
-0.004539907,0.23619416
-0.0036080778,-0.0019912869
-0.42861468,-0.04463871
-0.53462064,0.077423885
-0.20745456,0.1443884
-0.3810095,-0.022661522
-0.7952789,-0.5768914
-0.15609859,-0.083311126
-0.82051957,0.305605
-0.43538505,-0.093880415
-0.32740974,-0.11799531
-0.31899735,0.1857661
-0.5900318,0.027361572
-0.41908777,0.6492593
-0.23484966,0.65229654
-0.59612304,-0.097629845
-0.35926744,0.19274372
-0.08764978,0.3000713
-0.29429054,0.4002227
-0.24167114,0.012136005
-0.21228887,0.19726413
-0.21540225,0.51759005
-0.34937286,0.81733465
-0.18098609,0.05228935
-0.13706341,0.101403624
-0.60071576,-0.104558885
-0.89510155,-0.12330973
-0.36422825,0.21728435
0.021435142,-0.26597348
-0.23833573,0.38415545
-0.14248842,0.34520954
-0.277733,0.08526215
-0.13702768,-0.27905416
-0.56434584,0.48037368
-0.011706352,0.23200583
-0.3895297,0.21338056
-0.08711314,0.03641575
-0.25757405,0.15612972
-0.4566341,0.12757345
-0.5765127,-0.09727237
-0.287678,0.18701231
-0.8185049,0.06762885
-0.33337542,-0.17850846
-0.17102095,0.3054412
-1.0241972,-0.02872409
-0.30864406,0.119130775
-0.24886873,0.24076277
-0.36674196,0.48417965
-0.23735398,-0.011379793
-0.7068616,0.09639358
-0.30096018,0.2158067
-0.43910408,0.11457549
-0.66287416,0.5039463
-0.5530926,0.21871261
0.11076003,0.6034679
0.17177525,0.20351669
-0.759977,-0.24181843
-0.04608628,0.60241866
-0.3689584,-0.15654078
-0.30832714,-0.08041455
-0.3601943,0.01724217
-0.57376426,-0.109605804
-0.4695425,0.16769576
-0.13386948,-0.059588835
-0.5903276,0.19379604
-0.74738634,0.4461111
-0.41288662,-0.010587767
-0.3382911,0.08181001
-0.44214004,0.17082115
-0.17919923,0.31821752
-0.39974704,0.03283067
-0.18885441,0.14000088
-0.21374553,0.23617044
-0.10738291,0.20910314
-0.34702808,0.24651074
-0.19309025,0.21516478
-0.19486439,0.009490594
-0.48419666,-0.019990936
-0.4681893,0.24806826
-0.48388982,-0.22437835
-0.16621417,-0.07771698
-0.30179444,-0.2432257
-0.13399906,0.2882318
-0.26256123,-0.040972263
-0.16578412,0.36538357
-0.4065414,0.4988424
-0.6322851,-0.2526475
-0.3796713,-0.16825205
-0.2562659,0.19555807
-0.18161933,0.13939469
-0.35947073,0.44929615
-0.5121832,0.25821894
-0.4347772,-0.1295962
-0.17495976,0.29938906
-0.42421776,0.4991962
-0.49797705,0.22490153
-0.70777005,-0.13657457
-0.37899077,0.13606057
-0.39699227,0.32623094
-0.26064226,0.258852
-0.1798986,0.21102145
-0.25797367,-0.091625676
-0.4797184,0.27890003
-0.44728595,0.25878397
-0.17578998,0.05918637
-0.44745895,0.42584842
-0.44504422,-0.05255851
0.11256623,0.11504625
-0.49043134,0.2883793
-0.22739074,0.12045084
-0.3961362,0.38745612
-0.3827214,-0.023843855
-0.46909812,0.10973274
-0.42597634,0.13906063
-0.010657877,-0.10802996
-0.5461845,0.073369384
-0.5527495,0.53404045
-0.5101887,0.7038182
-0.3018815,0.008539394
-0.24394342,0.25524688
0.010807246,-0.13028118
-0.1766968,0.38217744
-0.17543304,0.48269147
-0.5386289,-0.26448402
-0.6132335,0.18851015
0.007837951,0.021940008
-0.37436488,0.19022685
-0.6152168,0.23140375
-0.51589334,0.251525
-0.52770805,-0.020080358
-0.05487466,-0.45539674
-0.016583085,0.06889209
-0.67884564,-0.03344138
-0.3598629,-0.18835875
-0.128033,0.11289913
-0.040400714,0.07103734
-0.4061491,-0.4138585
-0.1952036,0.4336924
-0.28822467,0.24389216
-0.27166778,-0.13200143
-0.19481653,-0.05242847
-0.36721525,0.39664394
-0.23576513,0.16532098
0.032221705,0.09111437
-0.11411795,0.3687129
-0.33043268,0.26072395
-0.3429948,0.37721404
-0.24524888,-0.009881586
-0.13195264,0.3996221
-0.6106348,-0.27766544
0.14040253,-0.14945644
-0.29053217,0.33163005
0.04249829,-0.1721622
-0.24838552,-0.09210105
-0.47357625,-0.169249
-0.53704464,0.24983108
-0.43196252,0.26865
-0.0074469447,0.278818
-0.44121426,0.48746222
-0.5245543,0.112346545
-0.040628016,-0.10372047
-0.20294248,0.19939703
-0.4419748,0.8191707
-0.5567182,0.2396778
-0.37990287,0.23933825
-0.19055884,0.21528336
-0.31696194,0.096801296
-0.2855657,0.07405168
-0.35293165,0.09643729
-0.5023574,-0.17500117
-0.5469693,-0.0014397055
-0.31324685,0.1898095
-0.37641022,0.1184156
-0.56337225,0.7277037
-0.31494176,-0.132514
-0.54386604,0.3245443
-0.47988933,0.24116403
-0.30612135,0.21121708
-0.41974932,-0.22925422
0.14261645,0.111421816
-0.5893028,-0.18617898
-0.07717623,0.29751325
-0.2899074,0.21779805
-0.29448688,0.16844247
-0.2123923,-0.19924456
-0.34434673,0.05726023
-0.47151887,0.004651934
-0.26250562,0.48779607
0.016409904,-0.055757865
-0.6008722,-0.2679335
-0.39449704,0.17748511
-0.12960769,0.28501382
-0.2356671,0.17314065
-0.29574606,0.010941885
-0.57563007,-0.04508324
-0.19764726,0.6695286
-0.10859114,-0.453962
-0.33042574,0.38410032
-0.39454597,0.14973126
-0.13519582,0.03170865
-0.26553553,-0.24674407
-0.41380423,-0.12564963
-0.32252538,0.23699962
-0.5352524,0.1482832
-0.4687974,0.3394838
-0.17110792,-0.1335794
-0.5035613,0.13290145
-0.110327736,0.16485599
0.21309665,0.27710694
-0.13135801,0.14928436
-0.42890173,0.17165792
-0.8929703,0.050191477
-0.548113,0.083173156
-0.50108355,-0.20112032
-0.24565731,0.44750413
0.1205602,0.054055378
-0.14463994,0.31975597
-0.710436,0.42527544
-0.49419442,0.24246535
-0.51882434,0.23992677
-0.34489897,0.4102321
-0.3143104,-0.28156576
-0.024678558,0.3823812
-0.6509782,0.39984387
