parameter_1,parameter_2
0.30217934,-0.19346395
0.6600511,-0.083676785
-0.20716657,0.43326482
-0.14655088,-0.027270708
0.18844591,0.3442915
-0.057476837,0.3949189
-0.18642615,0.35543185
-0.024203748,-0.31529373
-0.23216943,0.17773263
-0.0029481426,0.021913774
-0.026993625,0.001551196
-0.41994536,0.17598082
-0.3598234,0.05147808
-0.052542098,-0.16136003
0.24794938,-0.6617125
-0.22631031,-0.05273566
-0.1753554,-0.30230322
-0.10413478,0.31742504
0.2555045,-0.32133216
-0.113562055,0.18427773
-0.04020876,-0.109908774
-0.3449766,0.41906667
-0.29780215,0.17318097
-0.019399688,0.063189074
-0.3930782,-0.11446713
-0.13756384,-0.1737452
-0.3313477,0.18821771
-0.14346677,0.20372972
-0.5480999,-0.4953342
-0.05177954,-0.33639506
0.19195212,-0.3279951
-0.22294958,-0.09743041
-0.24275605,0.26142332
-0.053921767,0.050165273
0.28135264,-0.11880286
-0.27381214,0.17679924
-0.38044614,0.29964414
0.064477876,0.32370532
-0.20024237,0.2264931
-0.28375795,0.12405081
-0.46188205,-0.5095787
-0.092759304,-0.033040565
-0.18619299,0.030763276
0.08779463,0.19617693
0.65816593,-0.32966837
0.013387471,-0.02046651
-0.025924124,0.30553484
0.18883912,0.24268441
-0.21037734,-0.21873246
-0.25447202,-0.47860843
-0.079815805,-0.0017052516
-0.11415398,0.4933432
-0.17615288,0.11637312
0.018830813,0.48472264
-0.14724484,0.03664502
-0.0725067,0.044721946
0.076774955,0.134524
-0.18154415,0.3364636
-0.31663632,0.24039239
-0.12375794,-0.10790236
-0.19267052,-0.3184383
0.0127277225,0.56291
-0.049464654,-0.0749522
-0.2961213,0.044434577
-0.38211602,-0.19901237
0.06752734,0.11585154
-0.1623381,0.33542538
-0.053494837,0.104294315
-0.30809242,-0.5676357
-0.22699705,-0.017786484
-0.069588095,0.15719962
-0.0388826,-0.17593239
0.09790814,0.3943197
-0.11914678,-0.034646537
-0.055580035,-0.021002796
-0.06768363,0.58432645
0.19607662,-0.015519243
-0.019346923,0.61234105
-0.7022271,0.5896657
-0.098524086,-0.17933995
0.11795534,-0.055227187
-0.15921505,0.22191474
-0.348409,0.56461424
-0.2719071,-0.06272423
-0.2115867,-0.00087305903
0.39441812,0.012917193
-0.32851166,0.08337436
-0.21568525,-0.08272843
-0.30619735,-0.12412582
-0.12207163,0.28964287
0.19218393,-0.022000503
-0.2771231,0.00557559
-0.58715785,0.2045339
-0.03701628,0.09469438
0.18610369,-0.26491794
0.020072863,-0.16845448
-0.05564322,-0.034948003
0.021022901,0.3881069
0.03337358,-0.032100793
-0.010358602,0.24319135
-0.4259886,0.3090133
-0.16781946,0.5569541
-0.026931733,0.5297746
-0.37944752,0.6017414
-0.2589078,0.3007298
-0.22377566,0.22583705
0.34649146,-0.054759387
-0.19741932,-0.062268365
-0.028028443,-0.17422664
0.0775702,-0.08471218
-0.05476991,0.091274574
0.11256547,0.2073995
-0.42623878,-0.41397253
-0.14043915,0.18302304
-0.47849572,0.2262979
-0.1879606,0.32916415
0.014242291,0.121412545
-0.3329193,-0.17088722
0.10446608,0.15278012
0.11916907,0.26622444
-0.3615185,-0.08741124
-0.14247794,-0.23321877
0.16388367,-0.00022314861
-0.39971882,0.27852196
-0.33047348,-0.020804245
0.31237537,-0.49204677
-0.009679973,0.0054940544
0.029782102,0.27836514
0.18662022,-0.31798312
-0.27278918,-0.22942187
0.027311355,0.19982685
-0.044706218,0.1057454
-0.1220048,0.4035854
-0.12804909,-0.26825592
-0.30316055,-0.034042533
0.0567846,0.050311673
-0.29185748,0.16396517
-0.21857074,-0.25437167
0.24465932,0.13485326
-0.56027603,0.1610777
0.033200294,-0.047709417
0.00045509636,-0.04412506
0.37775278,-0.0026266202
-0.12284433,0.15203546
0.057373658,0.053111337
-0.1991053,-0.10770215
0.28798276,-0.16722137
-0.3389061,-0.007882848
-0.38178438,0.16803358
-0.065600246,0.27314126
0.17403169,0.043208197
-0.5054706,0.19834371
0.16708471,0.33790255
-0.17873129,0.3134877
-0.24570294,0.16121621
-0.31344748,-0.43628418
-0.015267342,-0.04814033
-0.2660007,0.4136126
0.015514687,-0.008532826
0.010381758,0.10352509
0.22939612,0.12281628
0.2624519,0.176175
-0.48665774,-0.095605224
-0.10224139,0.2436539
-0.10256572,0.053582378
0.028701395,-0.31038025
-0.23227832,0.017994422
0.056002215,-0.08075562
-0.1861932,0.033588413
0.015338197,0.2134409
-0.33099508,-0.23611735
-0.12626666,-0.0938175
0.089894325,0.07816272
0.14644775,0.28820878
0.026672944,0.21708238
-0.4042412,-0.12766585
-0.14758366,-0.01581509
-0.27477762,0.35814875
-0.7666699,0.01124154
-0.2908934,-0.023115542
0.37527096,0.1558961
-0.29920334,0.49011758
-0.48061246,-0.10678309
-0.27116752,-0.38462216
-0.351677,-0.091477945
-0.641742,-0.16157547
0.056091532,-0.12558685
-0.016690247,0.29570255
-0.095947765,0.37749013
-0.5911222,0.019093707
-0.45167512,0.16827998
-0.33909023,0.13350078
-0.19145876,-0.08696294
-0.15865138,-0.09192552
-0.14293623,0.25805625
0.051210716,-0.12852131
-0.11714125,-0.27926028
-0.38309348,0.17500293
-0.29684785,-0.1880108
-0.37257576,0.0055518076
0.029357895,0.46603328
-0.040302783,0.20674701
-0.38708758,-0.036609646
-0.114542,0.34290358
-0.3376211,0.1364859
-0.275284,0.038020622
-0.31204468,0.060495112
0.5956056,-0.13781148
-0.34797606,-0.11825456
0.07540992,0.3485992
-0.017292999,-0.18022212
-0.10049526,0.0140642375
-0.07777926,-0.039206777
-0.2599616,0.016581884
0.17605014,0.08787282
-0.27939588,0.105208084
-0.078888245,0.59849435
-0.36932278,0.27177477
-0.18737349,0.030761046
-0.16198805,0.029829644
0.01813469,-0.15713459
-0.3919031,-0.26349136
0.27726,-0.0598693
-0.055320974,-0.18746582
0.1519392,-0.08404155
-0.570628,0.13067102
-0.08131339,-0.1482298
-0.16225,0.14258693
0.11361948,0.34131548
0.07207365,0.7269799
-0.65713364,-0.3357945
-0.112240635,0.35486957
0.41290212,0.16137943
-0.06699395,0.15949436
-0.23268723,0.26724058
-0.39543056,0.044733934
0.02613853,-0.2738618
-0.17298722,0.07928718
-0.43257862,0.22759375
0.1264824,0.33120853
0.3647071,0.06958625
-0.13398904,0.24317454
-0.27119476,-0.30060175
-0.49988478,0.19899766
-0.65006566,0.04810978
-0.12886593,0.42053628
0.4081385,-0.17046148
0.05891937,0.23230767
-0.08520638,0.04487546
-0.41513008,0.07019203
-0.1749073,-0.1445124
0.0022651702,0.18121617
-0.14982234,-0.010332637
-0.24061961,0.22597821
-0.22853895,0.016771235
-0.19640476,0.2255703
-0.41659385,0.021171618
-0.08408774,0.17548177
-0.011724062,-0.098707765
-0.17996812,-0.20226166
-0.56021035,0.02544503
-0.10096369,-0.21264641
0.34772938,0.003892485
-0.43953443,0.283849
-0.0894926,-0.32675388
-0.20403588,0.051995978
-0.39691013,0.16754468
-0.2624505,0.51800114
-0.08967155,0.14458048
0.081299394,0.0123066995
-0.18305758,-0.058785897
-0.3903141,0.20027184
-0.5278806,0.27912155
-0.3350289,0.09381902
0.051171258,0.16174008
-0.021636993,0.17328992
-0.09259243,0.1827945
0.086931616,-0.15373607
0.11494668,0.23775856
0.09771544,-0.16330644
-0.028373808,-0.1396434
-0.019804947,0.0931481
-0.038450584,-0.026993219
-0.1905183,0.09171766
0.18657546,-0.1887552
-0.466209,0.16365395
0.14123563,-0.33899066
-0.34325218,0.014694991
-0.2531375,-0.24941994
0.04679671,-0.27226514
0.30938083,0.14548996
-0.03935465,0.08804205
-0.07644547,-0.14501847
0.03447607,0.3381185
0.13863996,-0.2297021
0.039774507,0.2700888
-0.2796026,0.015381413
0.050297648,0.23634289
0.300932,-0.29365745
-0.0845766,-0.4691348
0.01926092,0.19591056
-0.4354344,-0.17620645
0.059793755,0.14191608
-0.22648941,0.19194546
-0.57116175,0.23974523
-0.15388095,0.3935885
-0.35671073,-0.55205476
0.37421423,0.35373813
0.08062063,0.079912305
-0.25107846,-0.33505064
-0.34120488,0.23451823
-0.23309655,0.13839383
-0.37814355,0.027678978
-0.114976004,0.1758509
-0.20047441,-0.22909062
-0.44769186,0.14910999
-0.7133814,0.049268994
-0.14472389,-0.1313916
-0.57951975,0.118108064
-0.3519503,0.18233453
-0.2968117,-0.35319734
-0.28204954,-0.28655344
0.0483073,0.19303079
-0.11765802,0.08022061
-0.09469472,0.17346776
-0.04829993,0.28311455
-0.21776028,-0.11780369
-0.14686318,-0.13736416
0.0030576661,0.13101937
-0.40061206,0.21334368
0.062118933,0.028559212
0.023458697,-0.27127203
-0.07610696,0.05135
-0.2270831,0.2482796
-0.03398958,0.08308056
-0.17774779,0.094710335
-0.0032159314,0.10389587
-0.14561485,0.27120718
-0.19407295,0.036599588
-0.32100815,0.088734664
-0.0079070255,-0.22567712
-0.13065046,-0.022125933
0.0031095222,0.17233482
-0.113763556,0.30544347
-0.44039005,0.054109424
-0.10315031,0.36443505
-0.044550784,0.20913468
-0.34639782,0.07809365
-0.41364217,0.05260571
-0.3507067,0.20066455
-0.25009626,0.07151803
-0.0103480145,-0.10296565
-0.08918865,0.119520396
-0.1483417,0.39296046
-0.3036909,-0.30672795
-0.089988396,0.26563603
0.37274897,0.0026263855
-0.27455193,0.4407028
-0.21338046,0.05613246
-0.22340006,-0.11119445
-0.24751815,0.19887175
-0.20528147,0.0059259944
0.06875588,0.309141
-0.24181944,0.028856535
0.037522778,0.49113384
-0.03482677,0.16230093
-0.21772426,0.065725684
-0.12697972,0.12684757
-0.32916835,0.28485754
0.155612,0.0047323927
-0.08659754,-0.24048026
-0.23974197,-0.009753708
-0.08089679,0.44614217
-0.5620687,0.1155211
-0.35554045,0.3211558
-0.44042563,0.3119234
-0.20037922,0.05459012
-0.13966101,0.21498449
0.037349895,0.66732496
-0.0041283667,0.5198638
0.4693553,0.110396504
-0.23137008,0.11626193
-0.07104759,0.07140647
-0.43535066,0.047558326
-0.02356556,0.05045959
-0.01131396,0.13868518
0.08687775,0.32051817
0.016304985,-0.32734147
0.02176743,-0.26919237
-0.5427837,0.31907496
-0.22283828,0.027960278
0.06289092,0.009866215
-0.25896358,0.14801727
-0.0385298,0.34214854
0.15749176,0.030893086
-0.004555516,-0.16506407
-0.43744355,0.066584095
0.23939131,0.12520939
0.21867402,0.12494905
0.27565992,0.26946577
0.038215876,0.55435634
0.25131541,-0.025951248
0.23360999,0.26784208
-0.42227465,0.053118557
-0.46879935,-0.28402233
-0.022550598,0.019800518
-0.2664236,0.30234918
0.22190489,0.08784504
-0.3479697,-0.41203108
0.3751629,-0.0022362806
0.0039077774,0.31262124
-0.030734584,0.39797327
0.09571886,0.658403
-0.2171894,-0.46875417
-0.31670246,-0.37999836
-0.178193,0.18216246
0.053947166,0.210062
-0.30879313,-0.109656036
0.040031776,0.47835374
-0.014001362,0.24127784
-0.34810844,-0.2242658
0.21264349,0.15468404
0.05119005,0.29135865
0.079493955,0.009171881
-0.16223073,0.10732481
0.1236808,-0.2206683
0.27358317,-0.35754058
-0.39060485,-0.13698055
0.3730302,0.12360968
-0.023666695,0.0019806884
-0.13637985,0.31591022
-0.35128748,-0.059118833
-0.38996506,0.28461975
-0.074822254,0.10363777
-0.5216468,-0.078541115
-0.05115355,-0.021070536
0.0488144,0.37765953
-0.09540652,-0.06783295
0.064139664,0.32886568
-0.13543387,-0.020149674
-0.24163663,-0.012097944
0.07930577,-0.20290583
-0.2664977,0.22775093
-0.31334525,0.19091304
-0.25430322,-0.021735284
0.31728262,-0.2036835
-0.13308327,-0.03394345
0.08304708,0.25383326
-0.59458953,0.13718401
-0.15643363,-0.25732177
-0.16790071,-0.44717866
-0.16878949,-0.0033017918
0.051770702,0.014536899
0.17067702,0.6001527
-0.26750046,-0.34020215
0.20488434,0.5357054
-0.06935237,0.20486926
0.22722347,-0.2816496
-0.46614498,-0.12233819
0.13575599,-0.31323153
0.039553195,-0.30137444
-0.051672496,0.23992643
-0.113012135,-0.056721974
0.15756364,0.33792806
-0.34235483,-0.10114214
0.16155492,0.1307881
-0.3479268,0.23258321
-0.20557626,-0.09957506
-0.08010329,0.32004952
0.5751042,-0.06511667
-0.046539873,0.008521609
-0.4785692,0.34177724
0.3481211,-0.008974951
-0.34107903,-0.135713
0.09811577,-0.019608315
-0.20618305,0.47767356
0.054882035,-0.084951356
-0.3158607,-0.0066694133
-0.41611487,0.28165156
-0.007303968,0.20298064
-0.019107237,-0.14341721
-0.5364616,0.45418936
-0.19439942,0.015391879
-0.42397326,0.04391345
0.19216155,-0.07407904
-0.10847711,0.37236613
0.4124347,0.31390437
-0.08886677,-0.039363716
-0.041579045,0.0800329
-0.26890177,0.10727103
-0.006842077,0.30997
-0.11871885,0.3126923
0.32374597,0.3899544
-0.053977177,0.05365588
-0.06445854,0.030403096
-0.27494812,0.2730943
0.0387228,0.10864425
0.02370461,-0.12354763
-0.08754922,0.29371428
-0.098227404,0.04672448
-0.26248252,-0.0014724135
-0.29466233,0.3226968
-0.28808445,0.09372823
-0.28953075,0.24348862
-0.049822163,0.081499994
0.07389185,-0.07566868
-0.30781028,-0.001931306
0.0068915486,0.14739594
-0.29180995,-0.3062926
-0.13600525,0.25360414
-0.1341925,0.01137469
0.7321138,0.43092433
-0.2668213,0.07582596
-0.029893197,0.18431085
-0.20603855,0.091568515
-0.19319203,-0.36594445
-0.10840876,0.12534268
-0.10609147,-0.057376225
-0.5927787,0.37200424
-0.47659945,0.30119458
0.30357987,-0.30689815
0.21188639,0.10500207
-0.17543739,-0.10807049
0.18748806,0.15502349
-0.2191681,0.067322664
-0.318172,0.093851626
-0.24097379,0.4148557
-0.056210805,0.26008663
-0.21920976,0.4187499
-0.2911833,-0.4155715
-0.40311176,0.037014537
0.07859823,0.102246135
0.053469136,0.13229035
0.0244174,0.019889796
-0.03879796,0.27779952
-0.515863,-0.120304555
0.09405513,-0.12623154
0.2635125,-0.47928935
-0.16271669,0.10119093
0.023702294,0.3974763
-0.19730614,0.12842348
-0.28960553,0.03536193
-0.078903526,0.25894123
-0.27303296,0.30586112
-0.45773697,0.22423127
-0.0077098534,-0.0070381947
-0.17278013,-0.35535517
0.003843695,-0.15492807
-0.11934302,0.22554794
0.50419134,-0.075528726
0.23455961,-0.332258
-0.65714985,-0.22900508
-0.15822536,0.35591656
-0.08068201,0.06265932
-0.20050295,0.12352279
-0.5191305,-0.14774808
0.13806085,0.06496156
-0.25384754,0.13268161
-0.04318847,0.08798307
-0.13626468,0.20873486
-0.15687886,-0.000660792
-0.54493034,-0.09735674
0.035727724,0.011832468
-0.25357026,0.3533048
-0.11910248,-0.10566029
0.0022267327,-0.046406064
0.02512537,-0.16524446
-0.20617522,-0.19062573
-0.0056997314,-0.3034574
0.23458935,-0.18113334
-0.10371717,-0.13288702
0.2232198,0.09536347
-0.10220751,0.038335647
0.14917643,0.09586319
-0.46560007,0.3341998
-0.04735439,-0.3682252
-0.4798332,-0.18332545
-0.20049378,-0.12525593
0.15431868,-0.115994826
0.055170447,-0.22746731
-0.13205492,-0.0032304078
0.1533777,-0.13198568
0.074155584,-0.17446461
0.16874845,0.08459988
-0.038922537,-0.04936477
-0.049194172,0.08441289
-0.19425325,-0.48437202
-0.3741569,-0.19564845
-0.19028136,-0.2021428
-0.3592798,-0.029702317
-0.01659204,0.26626003
0.14715013,0.29803273
-0.012374908,0.15185733
0.21782114,-0.4518246
-0.15884525,-0.1003599
-0.46506524,0.11043295
0.0057806596,0.05640187
-0.32378066,0.05756546
0.3637367,-0.21502702
-0.28823924,0.04449085
-0.11931975,-0.21194516
0.01353544,0.10483673
-0.382227,0.21140201
-0.14984289,0.18405959
-0.4439187,-0.112388596
-0.053668138,0.16574843
-0.33195674,-0.38545448
-0.043979734,-0.32433295
-0.19807638,-0.42670777
0.3359331,-0.062031623
0.23715837,0.01834
0.094661266,0.053560298
-0.20882729,0.4468895
-0.15749249,0.32441208
0.017174974,0.37736455
-0.05794699,-0.00045968592
0.017563641,-0.083171874
-0.14334747,0.06854998
0.026376292,0.4169548
-0.058160897,-0.4475767
-0.23580045,0.04437419
-0.34010035,0.17453948
-0.20621316,0.009883821
-0.23158708,0.48815477
-0.10607159,0.20261149
-0.33852294,0.02914565
0.1626422,-0.1023933
0.18085472,0.38082856
-0.11859123,0.22671479
0.08617084,-0.037504997
-0.35884774,-0.082001895
0.05744958,0.020334715
-0.36053866,-0.2561942
-0.5196216,-0.23411153
0.35396773,0.07395175
-0.21289282,0.22421592
0.18943758,0.03784602
0.17903472,-0.15529247
-0.26281795,0.1398427
-0.32318464,0.017542204
0.16055514,0.044573158
0.18280615,0.51097393
-0.48416638,-0.2018277
-0.3392534,0.14175485
-0.23525336,-0.4494012
0.21700828,-0.16820675
-0.08296107,0.077963725
0.042442113,0.109142974
-0.3717153,-0.06248272
-0.09430984,-0.09836306
-0.20544663,0.12787083
-0.25766352,0.24741259
-0.068009704,0.17887086
-0.041604612,0.13092452
0.09971635,-0.40696457
-0.18187362,0.051772226
-0.052217443,-0.049338643
-0.3630234,0.008930128
-0.29379165,0.5864726
-0.25075585,0.33665773
0.048170835,0.22660959
0.2932729,-0.124388754
0.061164364,-0.2475396
-0.06840502,0.09429297
-0.33034867,0.46028244
0.5134905,0.097721085
-0.3660198,0.18792294
-0.25743908,0.24228823
0.14797443,0.27983996
-0.025867768,-0.24602659
-0.15831605,-0.063432574
-0.52685887,-0.33556828
0.12513472,-0.116862506
0.15560766,0.026413862
-0.0017116964,-0.09008497
-0.31684795,0.03819787
0.16252516,-0.099806815
0.18073432,-0.32337394
0.21849836,0.26400122
0.037317663,-0.34294462
-0.16178307,0.33402607
-0.34889317,-0.37714663
-0.3917212,-0.12766157
-0.20766589,-0.23170318
-0.21170639,0.28088227
0.17737813,-0.07968558
-0.2172367,0.38816005
-0.09279599,-0.15321663
-0.31999952,0.4205057
-0.04789796,0.39340392
-0.15078393,0.08268325
-0.08162728,0.13013346
-0.36456436,0.39639315
-0.14739227,-0.06500642
-0.11061894,0.01755159
0.0775446,-0.010747828
-0.20729408,-0.041391794
-0.10339823,-0.057416413
0.13690153,0.09931356
-0.113041535,0.22525576
-0.31496048,0.31492615
-0.22885746,0.06122031
-0.35194153,-0.27307978
-0.15218174,0.07870865
-0.36597085,-0.24518682
-0.10006697,-0.12893333
0.49651808,-0.39167985
0.3943988,0.4179239
-0.15424657,-0.38531962
-0.25284895,-0.52781975
-0.40170264,0.48012257
0.086477354,0.3591704
-0.011340633,0.19598317
-0.29881632,0.12835991
-0.21074691,0.15270355
-0.17734557,0.1458648
0.20570017,0.05373545
-0.30157876,0.11845943
-0.2783574,0.19929302
-0.15219928,-0.0879706
-0.20674504,0.049235314
-0.20483068,-0.11183359
-0.11029944,-0.15831861
0.030199185,0.14724144
-0.37353373,-0.5226147
-0.6792105,-0.15121987
-0.07016755,0.050209492
0.12734707,0.06346741
-0.20993948,0.2832996
-0.15318307,-0.22086109
-0.17828465,0.10378457
-0.27650326,0.20977058
-0.32185304,0.037236482
-0.1085099,-0.29227707
-0.33254737,-0.01466595
-0.30590257,-0.11302066
0.14484665,0.4780208
-0.37118578,0.036581088
0.033695802,-0.27901575
-0.12333419,0.030102458
-0.06321077,0.22469969
-0.17309695,-0.39004987
-0.325506,-0.0007526912
-0.41485685,-0.07538374
-0.16364484,0.12047152
0.003179118,0.15542269
-0.24336666,-0.13353702
0.058674276,-0.2872069
-0.1568656,0.02568125
-0.13392532,0.28538695
-0.0994334,-0.05758721
0.40777105,-0.16043161
0.013299309,0.16235146
-0.31531554,0.0176227
0.014469251,0.01793609
-0.23115543,0.070636794
0.05127406,-0.034716014
0.29516608,0.2525318
0.054741174,0.46948338
-0.106327794,0.1841571
-0.162561,0.045821615
0.15862174,0.07423874
-0.26287806,-0.10282071
-0.20782834,-0.019439932
-0.073544584,0.26919785
0.13028644,0.1525094
-0.30801567,-0.08504717
0.06239119,-0.16417821
-0.06187378,0.06886344
-0.41104895,-0.60171944
-0.113984615,0.1620047
-0.44725806,0.15456101
0.2732101,-0.026973847
-0.16715388,-0.03631145
-0.08230391,-0.0725071
-0.119613804,0.335712
0.060042813,-0.0020646863
0.15786837,-0.05614909
0.040876046,-0.28779548
0.28627676,-0.016988449
0.14408408,-0.33072865
0.21528299,-0.11468014
-0.29790658,-0.08834235
-0.28783667,-0.36693728
0.0057046413,0.015891714
-0.15802883,0.11442928
-0.288799,0.22054815
-0.25831372,-0.00019175187
-0.16284105,0.17383566
-0.03449648,-0.08424327
0.09051256,0.019639064
-0.23354787,-0.21719407
0.025733426,0.40635896
-0.11528801,-0.09564406
0.09318854,-0.020415317
0.034281164,0.06002315
-0.27981263,0.02172848
-0.44351274,-0.04176419
-0.4739877,0.28652772
0.048010454,0.24130626
0.0036054105,-0.10079357
-0.1994302,-0.02865738
-0.32300824,-0.1399768
-0.17236277,-0.025873225
-0.00867077,-0.28010103
-0.36461735,-0.14275621
0.0005879551,-0.14007844
0.12514104,0.34250036
-0.06101184,0.03918743
-0.21490806,0.050730664
-0.33697468,-0.002620373
0.11648558,-0.5415031
-0.12351374,0.23616257
-0.17051534,0.21586488
-0.28903183,0.4451287
-0.057828102,0.0037413165
-0.028983898,0.46371314
0.124050856,0.23820353
-0.2551664,-0.22335725
0.08507538,0.17188731
-0.041629486,0.2729944
-0.18357663,0.2127793
-0.029371813,0.38628623
0.082126155,0.32324776
-0.20304349,-0.19931199
-0.0912106,0.15421158
-0.3100376,-0.10028429
-0.3862431,-0.10541646
-0.14517014,0.53206855
-0.11088223,-0.21626468
-0.23324129,0.21022467
-0.36626178,-0.14033878
0.034465596,-0.17799114
-0.15750366,0.05532524
0.269611,0.14384764
-0.04449186,-0.46389937
0.14912564,0.0912019
-0.031802006,-0.118579805
-0.3461514,-0.19269751
0.27419066,0.10989264
0.0714467,0.013505906
